station,station_name,day,year,DOY,gdd_40_86,cumGDD
IA4502,KNOXVILLE,2011-08-20,2011,232,33.5,4106
IA4502,KNOXVILLE,2011-08-21,2011,233,33,4139
IA4502,KNOXVILLE,2011-08-22,2011,234,32.5,4171.5
IA4502,KNOXVILLE,2011-08-23,2011,235,34.5,4206
IA4502,KNOXVILLE,2011-08-24,2011,236,37,4243
IA4502,KNOXVILLE,2011-08-25,2011,237,30.5,4273.5
IA4502,KNOXVILLE,2011-08-26,2011,238,30,4303.5
IA4502,KNOXVILLE,2011-08-27,2011,239,34,4337.5
IA4502,KNOXVILLE,2011-08-28,2011,240,32,4369.5
IA4502,KNOXVILLE,2011-08-29,2011,241,29,4398.5
IA4502,KNOXVILLE,2011-08-30,2011,242,34,4432.5
IA4502,KNOXVILLE,2011-08-31,2011,243,27,4459.5
IA4502,KNOXVILLE,2011-09-01,2011,244,35,4494.5
IA4502,KNOXVILLE,2011-09-02,2011,245,42,4536.5
IA4502,KNOXVILLE,2011-09-03,2011,246,38.5,4575
IA4502,KNOXVILLE,2011-09-04,2011,247,25,4600
IA4502,KNOXVILLE,2011-09-05,2011,248,20.5,4620.5
IA4502,KNOXVILLE,2011-09-06,2011,249,18,4638.5
IA4502,KNOXVILLE,2011-09-07,2011,250,19,4657.5
IA4502,KNOXVILLE,2011-09-08,2011,251,22.5,4680
IA4502,KNOXVILLE,2011-09-09,2011,252,28,4708
IA4502,KNOXVILLE,2011-09-10,2011,253,29,4737
IA4502,KNOXVILLE,2011-09-11,2011,254,30,4767
IA4502,KNOXVILLE,2011-09-12,2011,255,34.5,4801.5
IA4502,KNOXVILLE,2011-09-13,2011,256,31.5,4833
IA4502,KNOXVILLE,2011-09-14,2011,257,23.5,4856.5
IA4502,KNOXVILLE,2011-09-15,2011,258,11.5,4868
IA4502,KNOXVILLE,2011-09-16,2011,259,11,4879
IA4502,KNOXVILLE,2011-09-17,2011,260,10.5,4889.5
IA4502,KNOXVILLE,2011-09-18,2011,261,14.5,4904
IA4502,KNOXVILLE,2011-09-19,2011,262,19,4923
IA4502,KNOXVILLE,2011-09-20,2011,263,27,4950
IA4502,KNOXVILLE,2011-09-21,2011,264,24.5,4974.5
IA4502,KNOXVILLE,2011-09-22,2011,265,16,4990.5
IA4502,KNOXVILLE,2011-09-23,2011,266,11,5001.5
IA4502,KNOXVILLE,2011-09-24,2011,267,13,5014.5
IA4502,KNOXVILLE,2011-09-25,2011,268,13,5027.5
IA4502,KNOXVILLE,2011-09-26,2011,269,14,5041.5
IA4502,KNOXVILLE,2011-09-27,2011,270,15.5,5057
IA4502,KNOXVILLE,2011-09-28,2011,271,20.5,5077.5
IA4502,KNOXVILLE,2011-09-29,2011,272,26.5,5104
IA4502,KNOXVILLE,2011-09-30,2011,273,20,5124
IA4502,KNOXVILLE,2011-10-01,2011,274,14.5,5138.5
IA4502,KNOXVILLE,2011-10-02,2011,275,12.5,5151
IA4502,KNOXVILLE,2011-10-03,2011,276,18,5169
IA4502,KNOXVILLE,2011-10-04,2011,277,25.5,5194.5
IA4502,KNOXVILLE,2011-10-05,2011,278,28.5,5223
IA4502,KNOXVILLE,2011-10-06,2011,279,29,5252
IA4502,KNOXVILLE,2011-10-07,2011,280,29,5281
IA4502,KNOXVILLE,2011-10-08,2011,281,33.5,5314.5
IA4502,KNOXVILLE,2011-10-09,2011,282,30,5344.5
IA4502,KNOXVILLE,2011-10-10,2011,283,27.5,5372
IA4502,KNOXVILLE,2011-10-11,2011,284,27.5,5399.5
IA4502,KNOXVILLE,2011-10-12,2011,285,27.5,5427
IA4502,KNOXVILLE,2011-10-13,2011,286,18.5,5445.5
IA4502,KNOXVILLE,2011-10-14,2011,287,17.5,5463
IA4502,KNOXVILLE,2011-10-15,2011,288,11,5474
IA4502,KNOXVILLE,2011-10-16,2011,289,14,5488
IA4502,KNOXVILLE,2011-10-17,2011,290,10,5498
IA4502,KNOXVILLE,2011-10-18,2011,291,5.5,5503.5
IA4502,KNOXVILLE,2011-10-19,2011,292,4,5507.5
IA4502,KNOXVILLE,2011-10-20,2011,293,4,5511.5
IA4502,KNOXVILLE,2011-10-21,2011,294,7,5518.5
IA4502,KNOXVILLE,2011-10-22,2011,295,12,5530.5
IA4502,KNOXVILLE,2011-10-23,2011,296,15,5545.5
IA4502,KNOXVILLE,2011-10-24,2011,297,17,5562.5
IA4502,KNOXVILLE,2011-10-25,2011,298,18,5580.5
IA4502,KNOXVILLE,2011-10-26,2011,299,20.5,5601
IA4502,KNOXVILLE,2011-10-27,2011,300,6,5607
IA4502,KNOXVILLE,2011-10-28,2011,301,8,5615
IA4502,KNOXVILLE,2011-10-29,2011,302,9.5,5624.5
IA4502,KNOXVILLE,2011-10-30,2011,303,10.5,5635
IA4502,KNOXVILLE,2011-10-31,2011,304,10.5,5645.5
IA4502,KNOXVILLE,2011-11-01,2011,305,9,5654.5
IA4502,KNOXVILLE,2011-11-02,2011,306,20,5674.5
IA4502,KNOXVILLE,2011-11-03,2011,307,4,5678.5
IA4502,KNOXVILLE,2011-11-04,2011,308,5.5,5684
IA4502,KNOXVILLE,2011-11-05,2011,309,7.5,5691.5
IA4502,KNOXVILLE,2011-11-06,2011,310,7.5,5699
IA4502,KNOXVILLE,2011-11-07,2011,311,11,5710
IA4502,KNOXVILLE,2011-11-08,2011,312,9.5,5719.5
IA4502,KNOXVILLE,2011-11-09,2011,313,1,5720.5
IA4502,KNOXVILLE,2011-11-10,2011,314,3.5,5724
IA4502,KNOXVILLE,2011-11-11,2011,315,1,5725
IA4502,KNOXVILLE,2011-11-12,2011,316,7,5732
IA4502,KNOXVILLE,2011-11-13,2011,317,10,5742
IA4502,KNOXVILLE,2011-11-14,2011,318,9.5,5751.5
IA4502,KNOXVILLE,2011-11-15,2011,319,12,5763.5
IA4502,KNOXVILLE,2011-11-16,2011,320,9,5772.5
IA4502,KNOXVILLE,2011-11-17,2011,321,1,5773.5
IA4502,KNOXVILLE,2011-11-18,2011,322,3,5776.5
IA4502,KNOXVILLE,2011-11-19,2011,323,7.5,5784
IA4502,KNOXVILLE,2011-11-20,2011,324,9,5793
IA4502,KNOXVILLE,2011-11-21,2011,325,0,5793
IA4502,KNOXVILLE,2011-11-22,2011,326,2.5,5795.5
IA4502,KNOXVILLE,2011-11-23,2011,327,2.5,5798
IA4502,KNOXVILLE,2011-11-24,2011,328,2.5,5800.5
IA4502,KNOXVILLE,2011-11-25,2011,329,11.5,5812
IA4502,KNOXVILLE,2011-11-26,2011,330,9.5,5821.5
IA4502,KNOXVILLE,2011-11-27,2011,331,4.5,5826
IA4502,KNOXVILLE,2011-11-28,2011,332,0,5826
IA4502,KNOXVILLE,2011-11-29,2011,333,0,5826
IA4502,KNOXVILLE,2011-11-30,2011,334,0.5,5826.5
IA4502,KNOXVILLE,2011-12-01,2011,335,3.5,5830
IA4502,KNOXVILLE,2011-12-02,2011,336,1,5831
IA4502,KNOXVILLE,2011-12-03,2011,337,1,5832
IA4502,KNOXVILLE,2011-12-04,2011,338,3,5835
IA4502,KNOXVILLE,2011-12-05,2011,339,0,5835
IA4502,KNOXVILLE,2011-12-06,2011,340,0,5835
IA4502,KNOXVILLE,2011-12-07,2011,341,0,5835
IA4502,KNOXVILLE,2011-12-08,2011,342,0,5835
IA4502,KNOXVILLE,2011-12-09,2011,343,0,5835
IA4502,KNOXVILLE,2011-12-10,2011,344,0,5835
IA4502,KNOXVILLE,2011-12-11,2011,345,0,5835
IA4502,KNOXVILLE,2011-12-12,2011,346,0.5,5835.5
IA4502,KNOXVILLE,2011-12-13,2011,347,1.5,5837
IA4502,KNOXVILLE,2011-12-14,2011,348,3,5840
IA4502,KNOXVILLE,2011-12-15,2011,349,8,5848
IA4502,KNOXVILLE,2011-12-16,2011,350,0,5848
IA4502,KNOXVILLE,2011-12-17,2011,351,0,5848
IA4502,KNOXVILLE,2011-12-18,2011,352,2,5850
IA4502,KNOXVILLE,2011-12-19,2011,353,7,5857
IA4502,KNOXVILLE,2011-12-20,2011,354,0,5857
IA4502,KNOXVILLE,2011-12-21,2011,355,0,5857
IA4502,KNOXVILLE,2011-12-22,2011,356,2.5,5859.5
IA4502,KNOXVILLE,2011-12-23,2011,357,0,5859.5
IA4502,KNOXVILLE,2011-12-24,2011,358,0,5859.5
IA4502,KNOXVILLE,2011-12-25,2011,359,4,5863.5
IA4502,KNOXVILLE,2011-12-26,2011,360,3,5866.5
IA4502,KNOXVILLE,2011-12-27,2011,361,3,5869.5
IA4502,KNOXVILLE,2011-12-28,2011,362,3,5872.5
IA4502,KNOXVILLE,2011-12-29,2011,363,4,5876.5
IA4502,KNOXVILLE,2011-12-30,2011,364,7,5883.5
IA4502,KNOXVILLE,2011-12-31,2011,365,7,5890.5
IA4502,KNOXVILLE,2012-01-01,2012,1,9.5,9.5
IA4502,KNOXVILLE,2012-01-02,2012,2,0,9.5
IA4502,KNOXVILLE,2012-01-03,2012,3,0,9.5
IA4502,KNOXVILLE,2012-01-04,2012,4,0,9.5
IA4502,KNOXVILLE,2012-01-05,2012,5,3,12.5
IA4502,KNOXVILLE,2012-01-06,2012,6,12,24.5
IA4502,KNOXVILLE,2012-01-07,2012,7,7.5,32
IA4502,KNOXVILLE,2012-01-08,2012,8,0,32
IA4502,KNOXVILLE,2012-01-09,2012,9,0,32
IA4502,KNOXVILLE,2012-01-10,2012,10,5.5,37.5
IA4502,KNOXVILLE,2012-01-11,2012,11,8.5,46
IA4502,KNOXVILLE,2012-01-12,2012,12,4,50
IA4502,KNOXVILLE,2012-01-13,2012,13,0,50
IA4502,KNOXVILLE,2012-01-14,2012,14,0,50
IA4502,KNOXVILLE,2012-01-15,2012,15,0,50
IA4502,KNOXVILLE,2012-01-16,2012,16,4.5,54.5
IA4502,KNOXVILLE,2012-01-17,2012,17,3,57.5
IA4502,KNOXVILLE,2012-01-18,2012,18,0,57.5
IA4502,KNOXVILLE,2012-01-19,2012,19,0,57.5
IA4502,KNOXVILLE,2012-01-20,2012,20,0,57.5
IA4502,KNOXVILLE,2012-01-21,2012,21,0,57.5
IA4502,KNOXVILLE,2012-01-22,2012,22,0,57.5
IA4502,KNOXVILLE,2012-01-23,2012,23,0,57.5
IA4502,KNOXVILLE,2012-01-24,2012,24,0,57.5
IA4502,KNOXVILLE,2012-01-25,2012,25,0,57.5
IA4502,KNOXVILLE,2012-01-26,2012,26,1,58.5
IA4502,KNOXVILLE,2012-01-27,2012,27,3.5,62
IA4502,KNOXVILLE,2012-01-28,2012,28,3.5,65.5
IA4502,KNOXVILLE,2012-01-29,2012,29,1,66.5
IA4502,KNOXVILLE,2012-01-30,2012,30,2,68.5
IA4502,KNOXVILLE,2012-01-31,2012,31,12,80.5
IA4502,KNOXVILLE,2012-02-01,2012,32,10.5,91
IA4502,KNOXVILLE,2012-02-02,2012,33,9,100
IA4502,KNOXVILLE,2012-02-03,2012,34,7,107
IA4502,KNOXVILLE,2012-02-04,2012,35,0,107
IA4502,KNOXVILLE,2012-02-05,2012,36,0,107
IA4502,KNOXVILLE,2012-02-06,2012,37,0,107
IA4502,KNOXVILLE,2012-02-07,2012,38,0,107
IA4502,KNOXVILLE,2012-02-08,2012,39,0,107
IA4502,KNOXVILLE,2012-02-09,2012,40,0,107
IA4502,KNOXVILLE,2012-02-10,2012,41,0,107
IA4502,KNOXVILLE,2012-02-11,2012,42,0,107
IA4502,KNOXVILLE,2012-02-12,2012,43,0,107
IA4502,KNOXVILLE,2012-02-13,2012,44,0,107
IA4502,KNOXVILLE,2012-02-14,2012,45,0,107
IA4502,KNOXVILLE,2012-02-15,2012,46,0,107
IA4502,KNOXVILLE,2012-02-16,2012,47,2.5,109.5
IA4502,KNOXVILLE,2012-02-17,2012,48,2.5,112
IA4502,KNOXVILLE,2012-02-18,2012,49,5,117
IA4502,KNOXVILLE,2012-02-19,2012,50,0,117
IA4502,KNOXVILLE,2012-02-20,2012,51,2,119
IA4502,KNOXVILLE,2012-02-21,2012,52,5,124
IA4502,KNOXVILLE,2012-02-22,2012,53,4.5,128.5
IA4502,KNOXVILLE,2012-02-23,2012,54,6,134.5
IA4502,KNOXVILLE,2012-02-24,2012,55,0,134.5
IA4502,KNOXVILLE,2012-02-25,2012,56,0,134.5
IA4502,KNOXVILLE,2012-02-26,2012,57,0,134.5
IA4502,KNOXVILLE,2012-02-27,2012,58,7.5,142
IA4502,KNOXVILLE,2012-02-28,2012,59,0,142
IA4502,KNOXVILLE,2012-02-29,2012,60,6.5,148.5
IA4502,KNOXVILLE,2012-03-01,2012,61,0,148.5
IA4502,KNOXVILLE,2012-03-02,2012,62,3.5,152
IA4502,KNOXVILLE,2012-03-03,2012,63,1,153
IA4502,KNOXVILLE,2012-03-04,2012,64,0,153
IA4502,KNOXVILLE,2012-03-05,2012,65,0,153
IA4502,KNOXVILLE,2012-03-06,2012,66,8.5,161.5
IA4502,KNOXVILLE,2012-03-07,2012,67,21.5,183
IA4502,KNOXVILLE,2012-03-08,2012,68,13,196
IA4502,KNOXVILLE,2012-03-09,2012,69,4,200
IA4502,KNOXVILLE,2012-03-10,2012,70,4,204
IA4502,KNOXVILLE,2012-03-11,2012,71,13.5,217.5
IA4502,KNOXVILLE,2012-03-12,2012,72,11.5,229
IA4502,KNOXVILLE,2012-03-13,2012,73,11.5,240.5
IA4502,KNOXVILLE,2012-03-14,2012,74,17.5,258
IA4502,KNOXVILLE,2012-03-15,2012,75,25.5,283.5
IA4502,KNOXVILLE,2012-03-16,2012,76,25.5,309
IA4502,KNOXVILLE,2012-03-17,2012,77,30,339
IA4502,KNOXVILLE,2012-03-18,2012,78,29.5,368.5
IA4502,KNOXVILLE,2012-03-19,2012,79,30.5,399
IA4502,KNOXVILLE,2012-03-20,2012,80,28.5,427.5
IA4502,KNOXVILLE,2012-03-21,2012,81,25,452.5
IA4502,KNOXVILLE,2012-03-22,2012,82,22,474.5
IA4502,KNOXVILLE,2012-03-23,2012,83,14.5,489
IA4502,KNOXVILLE,2012-03-24,2012,84,15.5,504.5
IA4502,KNOXVILLE,2012-03-25,2012,85,21,525.5
IA4502,KNOXVILLE,2012-03-26,2012,86,22.5,548
IA4502,KNOXVILLE,2012-03-27,2012,87,15.5,563.5
IA4502,KNOXVILLE,2012-03-28,2012,88,22,585.5
IA4502,KNOXVILLE,2012-03-29,2012,89,21.5,607
IA4502,KNOXVILLE,2012-03-30,2012,90,14.5,621.5
IA4502,KNOXVILLE,2012-03-31,2012,91,14.5,636
IA4502,KNOXVILLE,2012-04-01,2012,92,21.5,657.5
IA4502,KNOXVILLE,2012-04-02,2012,93,27.5,685
IA4502,KNOXVILLE,2012-04-03,2012,94,29,714
IA4502,KNOXVILLE,2012-04-04,2012,95,20.5,734.5
IA4502,KNOXVILLE,2012-04-05,2012,96,13,747.5
IA4502,KNOXVILLE,2012-04-06,2012,97,11.5,759
IA4502,KNOXVILLE,2012-04-07,2012,98,10.5,769.5
IA4502,KNOXVILLE,2012-04-08,2012,99,9.5,779
IA4502,KNOXVILLE,2012-04-09,2012,100,13.5,792.5
IA4502,KNOXVILLE,2012-04-10,2012,101,13,805.5
IA4502,KNOXVILLE,2012-04-11,2012,102,8.5,814
IA4502,KNOXVILLE,2012-04-12,2012,103,6.5,820.5
IA4502,KNOXVILLE,2012-04-13,2012,104,11,831.5
IA4502,KNOXVILLE,2012-04-14,2012,105,10.5,842
IA4502,KNOXVILLE,2012-04-15,2012,106,20,862
IA4502,KNOXVILLE,2012-04-16,2012,107,18.5,880.5
IA4502,KNOXVILLE,2012-04-17,2012,108,10,890.5
IA4502,KNOXVILLE,2012-04-18,2012,109,16,906.5
IA4502,KNOXVILLE,2012-04-19,2012,110,22,928.5
IA4502,KNOXVILLE,2012-04-20,2012,111,10,938.5
IA4502,KNOXVILLE,2012-04-21,2012,112,7.5,946
IA4502,KNOXVILLE,2012-04-22,2012,113,9,955
IA4502,KNOXVILLE,2012-04-23,2012,114,8.5,963.5
IA4502,KNOXVILLE,2012-04-24,2012,115,12.5,976
IA4502,KNOXVILLE,2012-04-25,2012,116,25.5,1001.5
IA4502,KNOXVILLE,2012-04-26,2012,117,29,1030.5
IA4502,KNOXVILLE,2012-04-27,2012,118,16.5,1047
IA4502,KNOXVILLE,2012-04-28,2012,119,9.5,1056.5
IA4502,KNOXVILLE,2012-04-29,2012,120,9,1065.5
IA4502,KNOXVILLE,2012-04-30,2012,121,6.5,1072
IA4502,KNOXVILLE,2012-05-01,2012,122,15.5,1087.5
IA4502,KNOXVILLE,2012-05-02,2012,123,24.5,1112
IA4502,KNOXVILLE,2012-05-03,2012,124,27.5,1139.5
IA4502,KNOXVILLE,2012-05-04,2012,125,33,1172.5
IA4502,KNOXVILLE,2012-05-05,2012,126,33,1205.5
IA4502,KNOXVILLE,2012-05-06,2012,127,34,1239.5
IA4502,KNOXVILLE,2012-05-07,2012,128,29.5,1269
IA4502,KNOXVILLE,2012-05-08,2012,129,19.5,1288.5
IA4502,KNOXVILLE,2012-05-09,2012,130,17,1305.5
IA4502,KNOXVILLE,2012-05-10,2012,131,17,1322.5
IA4502,KNOXVILLE,2012-05-11,2012,132,24.5,1347
IA4502,KNOXVILLE,2012-05-12,2012,133,27.5,1374.5
IA4502,KNOXVILLE,2012-05-13,2012,134,20,1394.5
IA4502,KNOXVILLE,2012-05-14,2012,135,20.5,1415
IA4502,KNOXVILLE,2012-05-15,2012,136,25,1440
IA4502,KNOXVILLE,2012-05-16,2012,137,27.5,1467.5
IA4502,KNOXVILLE,2012-05-17,2012,138,24,1491.5
IA4502,KNOXVILLE,2012-05-18,2012,139,27.5,1519
IA4502,KNOXVILLE,2012-05-19,2012,140,33,1552
IA4502,KNOXVILLE,2012-05-20,2012,141,35.5,1587.5
IA4502,KNOXVILLE,2012-05-21,2012,142,20,1607.5
IA4502,KNOXVILLE,2012-05-22,2012,143,24,1631.5
IA4502,KNOXVILLE,2012-05-23,2012,144,29,1660.5
IA4502,KNOXVILLE,2012-05-24,2012,145,35,1695.5
IA4502,KNOXVILLE,2012-05-25,2012,146,28.5,1724
IA4502,KNOXVILLE,2012-05-26,2012,147,23.5,1747.5
IA4502,KNOXVILLE,2012-05-27,2012,148,34,1781.5
IA4502,KNOXVILLE,2012-05-28,2012,149,36.5,1818
IA4502,KNOXVILLE,2012-05-29,2012,150,30,1848
IA4502,KNOXVILLE,2012-05-30,2012,151,28,1876
IA4502,KNOXVILLE,2012-05-31,2012,152,21.5,1897.5
IA4502,KNOXVILLE,2012-06-01,2012,153,8.5,1906
IA4502,KNOXVILLE,2012-06-02,2012,154,16.5,1922.5
IA4502,KNOXVILLE,2012-06-03,2012,155,19,1941.5
IA4502,KNOXVILLE,2012-06-04,2012,156,35,1976.5
IA4502,KNOXVILLE,2012-06-05,2012,157,30.5,2007
IA4502,KNOXVILLE,2012-06-06,2012,158,32,2039
IA4502,KNOXVILLE,2012-06-07,2012,159,28,2067
IA4502,KNOXVILLE,2012-06-08,2012,160,32,2099
IA4502,KNOXVILLE,2012-06-09,2012,161,35,2134
IA4502,KNOXVILLE,2012-06-10,2012,162,37,2171
IA4502,KNOXVILLE,2012-06-11,2012,163,35,2206
IA4502,KNOXVILLE,2012-06-12,2012,164,26.5,2232.5
IA4502,KNOXVILLE,2012-06-13,2012,165,23.5,2256
IA4502,KNOXVILLE,2012-06-14,2012,166,29,2285
IA4502,KNOXVILLE,2012-06-15,2012,167,36.5,2321.5
IA4502,KNOXVILLE,2012-06-16,2012,168,36,2357.5
IA4502,KNOXVILLE,2012-06-17,2012,169,34,2391.5
IA4502,KNOXVILLE,2012-06-18,2012,170,35.5,2427
IA4502,KNOXVILLE,2012-06-19,2012,171,40.5,2467.5
IA4502,KNOXVILLE,2012-06-20,2012,172,40.5,2508
IA4502,KNOXVILLE,2012-06-21,2012,173,33.5,2541.5
IA4502,KNOXVILLE,2012-06-22,2012,174,30,2571.5
IA4502,KNOXVILLE,2012-06-23,2012,175,34,2605.5
IA4502,KNOXVILLE,2012-06-24,2012,176,30.5,2636
IA4502,KNOXVILLE,2012-06-25,2012,177,37.5,2673.5
IA4502,KNOXVILLE,2012-06-26,2012,178,28,2701.5
IA4502,KNOXVILLE,2012-06-27,2012,179,32,2733.5
IA4502,KNOXVILLE,2012-06-28,2012,180,41.5,2775
IA4502,KNOXVILLE,2012-06-29,2012,181,39,2814
IA4502,KNOXVILLE,2012-06-30,2012,182,37,2851
IA4502,KNOXVILLE,2012-07-01,2012,183,37,2888
IA4502,KNOXVILLE,2012-07-02,2012,184,39.5,2927.5
IA4502,KNOXVILLE,2012-07-03,2012,185,37,2964.5
IA4502,KNOXVILLE,2012-07-04,2012,186,42,3006.5
IA4502,KNOXVILLE,2012-07-05,2012,187,42,3048.5
IA4502,KNOXVILLE,2012-07-06,2012,188,41.5,3090
IA4502,KNOXVILLE,2012-07-07,2012,189,41.5,3131.5
IA4502,KNOXVILLE,2012-07-08,2012,190,39,3170.5
IA4502,KNOXVILLE,2012-07-09,2012,191,36,3206.5
IA4502,KNOXVILLE,2012-07-10,2012,192,35.5,3242
IA4502,KNOXVILLE,2012-07-11,2012,193,35,3277
IA4502,KNOXVILLE,2012-07-12,2012,194,36,3313
IA4502,KNOXVILLE,2012-07-13,2012,195,38.5,3351.5
IA4502,KNOXVILLE,2012-07-14,2012,196,36,3387.5
IA4502,KNOXVILLE,2012-07-15,2012,197,37.5,3425
IA4502,KNOXVILLE,2012-07-16,2012,198,40,3465
IA4502,KNOXVILLE,2012-07-17,2012,199,41,3506
IA4502,KNOXVILLE,2012-07-18,2012,200,42,3548
IA4502,KNOXVILLE,2012-07-19,2012,201,37.5,3585.5
IA4502,KNOXVILLE,2012-07-20,2012,202,35,3620.5
IA4502,KNOXVILLE,2012-07-21,2012,203,36.5,3657
IA4502,KNOXVILLE,2012-07-22,2012,204,38.5,3695.5
IA4502,KNOXVILLE,2012-07-23,2012,205,39.5,3735
IA4502,KNOXVILLE,2012-07-24,2012,206,42.5,3777.5
IA4502,KNOXVILLE,2012-07-25,2012,207,43,3820.5
IA4502,KNOXVILLE,2012-07-26,2012,208,38.5,3859
IA4502,KNOXVILLE,2012-07-27,2012,209,36,3895
IA4502,KNOXVILLE,2012-07-28,2012,210,33.5,3928.5
IA4502,KNOXVILLE,2012-07-29,2012,211,34.5,3963
IA4502,KNOXVILLE,2012-07-30,2012,212,36.5,3999.5
IA4502,KNOXVILLE,2012-07-31,2012,213,38,4037.5
IA4502,KNOXVILLE,2012-08-01,2012,214,37,4074.5
IA4502,KNOXVILLE,2012-08-02,2012,215,39.5,4114
IA4502,KNOXVILLE,2012-08-03,2012,216,38,4152
IA4502,KNOXVILLE,2012-08-04,2012,217,39.5,4191.5
IA4502,KNOXVILLE,2012-08-05,2012,218,30.5,4222
IA4502,KNOXVILLE,2012-08-06,2012,219,27.5,4249.5
IA4502,KNOXVILLE,2012-08-07,2012,220,31,4280.5
IA4502,KNOXVILLE,2012-08-08,2012,221,37,4317.5
IA4502,KNOXVILLE,2012-08-09,2012,222,35.5,4353
IA4502,KNOXVILLE,2012-08-10,2012,223,29,4382
IA4502,KNOXVILLE,2012-08-11,2012,224,26,4408
IA4502,KNOXVILLE,2012-08-12,2012,225,29,4437
IA4502,KNOXVILLE,2012-08-13,2012,226,25,4462
IA4502,KNOXVILLE,2012-08-14,2012,227,27,4489
IA4502,KNOXVILLE,2012-08-15,2012,228,32.5,4521.5
IA4502,KNOXVILLE,2012-08-16,2012,229,34,4555.5
IA4502,KNOXVILLE,2012-08-17,2012,230,23,4578.5
IA4502,KNOXVILLE,2012-08-18,2012,231,23.5,4602
IA4502,KNOXVILLE,2012-08-19,2012,232,24.5,4626.5
IA4502,KNOXVILLE,2012-08-20,2012,233,26,4652.5
IA4502,KNOXVILLE,2012-08-21,2012,234,27.5,4680
IA4502,KNOXVILLE,2012-08-22,2012,235,32,4712
IA4502,KNOXVILLE,2012-08-23,2012,236,35,4747
IA4502,KNOXVILLE,2012-08-24,2012,237,34.5,4781.5
IA4502,KNOXVILLE,2012-08-25,2012,238,35,4816.5
IA4502,KNOXVILLE,2012-08-26,2012,239,36,4852.5
IA4502,KNOXVILLE,2012-08-27,2012,240,32,4884.5
IA4502,KNOXVILLE,2012-08-28,2012,241,36,4920.5
IA4502,KNOXVILLE,2012-08-29,2012,242,37,4957.5
IA4502,KNOXVILLE,2012-08-30,2012,243,37,4994.5
IA4502,KNOXVILLE,2012-08-31,2012,244,37,5031.5
IA4502,KNOXVILLE,2012-09-01,2012,245,38,5069.5
IA4502,KNOXVILLE,2012-09-02,2012,246,30,5099.5
IA4502,KNOXVILLE,2012-09-03,2012,247,34.5,5134
IA4502,KNOXVILLE,2012-09-04,2012,248,37,5171
IA4502,KNOXVILLE,2012-09-05,2012,249,35,5206
IA4502,KNOXVILLE,2012-09-06,2012,250,32,5238
IA4502,KNOXVILLE,2012-09-07,2012,251,32,5270
IA4502,KNOXVILLE,2012-09-08,2012,252,20,5290
IA4502,KNOXVILLE,2012-09-09,2012,253,23.5,5313.5
IA4502,KNOXVILLE,2012-09-10,2012,254,23,5336.5
IA4502,KNOXVILLE,2012-09-11,2012,255,29,5365.5
IA4502,KNOXVILLE,2012-09-12,2012,256,34.5,5400
IA4502,KNOXVILLE,2012-09-13,2012,257,28,5428
IA4502,KNOXVILLE,2012-09-14,2012,258,13.5,5441.5
IA4502,KNOXVILLE,2012-09-15,2012,259,21,5462.5
IA4502,KNOXVILLE,2012-09-16,2012,260,23.5,5486
IA4502,KNOXVILLE,2012-09-17,2012,261,24,5510
IA4502,KNOXVILLE,2012-09-18,2012,262,18.5,5528.5
IA4502,KNOXVILLE,2012-09-19,2012,263,14,5542.5
IA4502,KNOXVILLE,2012-09-20,2012,264,25.5,5568
IA4502,KNOXVILLE,2012-09-21,2012,265,22.5,5590.5
IA4502,KNOXVILLE,2012-09-22,2012,266,16.5,5607
IA4502,KNOXVILLE,2012-09-23,2012,267,10.5,5617.5
IA4502,KNOXVILLE,2012-09-24,2012,268,12,5629.5
IA4502,KNOXVILLE,2012-09-25,2012,269,21,5650.5
IA4502,KNOXVILLE,2012-09-26,2012,270,27,5677.5
IA4502,KNOXVILLE,2012-09-27,2012,271,18.5,5696
IA4502,KNOXVILLE,2012-09-28,2012,272,18,5714
IA4502,KNOXVILLE,2012-09-29,2012,273,18.5,5732.5
IA4502,KNOXVILLE,2012-09-30,2012,274,22.5,5755
IA4502,KNOXVILLE,2012-10-01,2012,275,25,5780
IA4502,KNOXVILLE,2012-10-02,2012,276,21,5801
IA4502,KNOXVILLE,2012-10-03,2012,277,21,5822
IA4502,KNOXVILLE,2012-10-04,2012,278,23.5,5845.5
IA4502,KNOXVILLE,2012-10-05,2012,279,9,5854.5
IA4502,KNOXVILLE,2012-10-06,2012,280,4,5858.5
IA4502,KNOXVILLE,2012-10-07,2012,281,3,5861.5
IA4502,KNOXVILLE,2012-10-08,2012,282,7.5,5869
IA4502,KNOXVILLE,2012-10-09,2012,283,12.5,5881.5
IA4502,KNOXVILLE,2012-10-10,2012,284,12.5,5894
IA4502,KNOXVILLE,2012-10-11,2012,285,9.5,5903.5
IA4502,KNOXVILLE,2012-10-12,2012,286,16,5919.5
IA4502,KNOXVILLE,2012-10-13,2012,287,17,5936.5
IA4502,KNOXVILLE,2012-10-14,2012,288,24.5,5961
IA4502,KNOXVILLE,2012-10-15,2012,289,10,5971
IA4502,KNOXVILLE,2012-10-16,2012,290,14.5,5985.5
IA4502,KNOXVILLE,2012-10-17,2012,291,24.5,6010
IA4502,KNOXVILLE,2012-10-18,2012,292,15,6025
IA4502,KNOXVILLE,2012-10-19,2012,293,4,6029
IA4502,KNOXVILLE,2012-10-20,2012,294,7,6036
